ENSEMBL,Symbol,WT_CT8_dup1,WT_CT8_dup2,WT_CT12_dup1,WT_CT12_dup2,WT_CT16_dup1,WT_CT16_dup2,WT_CT20_dup1,WT_CT20_dup2,WT_CT24_dup1,WT_CT24_dup2,WT_CT28_dup1,WT_CT28_dup2,KO_CT8_dup1,KO_CT8_dup2,KO_CT12_dup1,KO_CT12_dup2,KO_CT16_dup1,KO_CT16_dup2,KO_CT20_dup1,KO_CT20_dup2,KO_CT24_dup1,KO_CT24_dup2,KO_CT28_dup1,KO_CT28_dup2
ENSG00000138587,MNS1,3.658846,3.489145,3.336423,3.302873,3.386636,3.350722,3.616809,3.200704,3.282364,3.138358,3.238725,3.242092,3.563965,3.27733,3.44019,3.359052,3.858454,3.490738,4.022278,3.528402,2.974169,3.563911,3.387218,3.537308
ENSG00000070444,MNT,10.511194,10.568265,10.552958,10.515229,10.544071,10.534872,10.555225,10.584528,10.711138,10.4985,10.46609,10.56518,10.664524,10.509661,10.564785,10.61586,10.485166,10.571115,10.525058,10.475335,10.563072,10.489171,10.623935,10.482643
ENSG00000130675,MNX1,3.861812,3.895139,3.852409,3.888157,3.688089,4.056066,3.619719,3.986075,3.849166,4.061697,3.754728,3.78494,4.171542,3.77448,3.59976,3.765547,3.836268,3.805843,3.750425,3.927887,4.046822,3.770236,3.786921,4.081899
ENSG00000165943,MOAP1,10.652245,10.665257,10.827079,10.592391,10.676369,10.806827,10.759571,10.655013,10.944121,10.685516,10.913118,10.784324,10.592749,10.634774,10.493675,10.609665,10.431927,10.692664,10.339033,10.552253,10.663594,10.687331,10.770994,10.558537
ENSG00000168314,MOBP,3.3472586,3.5534982,3.5439198,3.2747258,3.5088366,3.457084,3.5689236,3.348846,3.4836918,3.64096,3.4839592,3.4445278,3.7162438,3.3198278,3.8205912,3.4289958,4.1417052,3.4329286,3.4720504,3.2931486,3.3394388,3.5374518,3.3571644,3.5148634
ENSG00000075643,MOCOS,3.303039,4.155628,3.592295,3.598789,4.09486,3.614633,3.335617,3.393213,3.831779,3.925576,3.587712,4.254241,4.511074,3.46458,3.548924,3.534239,4.588172,4.061624,3.312026,3.327474,3.521178,4.217947,3.409144,3.926454
ENSG00000124615,MOCS1,4.464658333,4.177369333,4.192655,4.263992333,4.204443,4.304373333,4.479011667,4.313769,4.365756,4.270638,4.134635,4.222872333,4.025039667,4.020410333,4.151906667,3.926588,3.891373,4.203338,4.284202,4.449340667,4.257831,4.566920333,3.91154,4.501165667
ENSG00000164172,MOCS2,9.606994,9.3295,9.847792,9.561316,9.739645,9.864314,9.609628,9.838724,10.262479,9.554284,10.193834,9.652614,8.775821,9.161423,9.176415,9.63914,9.044249,9.254456,8.938034,9.404144,9.346198,9.265487,9.25591,8.962566
ENSG00000124217,MOCS3,7.7215915,8.128423,7.3894595,8.0153075,7.7586225,7.941856,7.558604,8.1588545,7.0194115,8.009777,7.3569255,7.8933495,7.586319,7.90791,7.6335235,7.5369485,7.8614315,7.8571295,8.0279765,7.9132875,7.839049,7.856053,8.046299,7.7338945
ENSG00000204655,MOG,4.076987,4.2511455,4.16338,3.8394085,4.3876545,4.0545355,4.6240385,4.1322535,4.2545375,4.375609,4.3122195,4.022443,4.398943,4.269577,3.9649735,4.156087,3.9532565,3.9977695,4.1221095,4.0388275,4.164028,3.9624785,4.0436525,4.3105535
ENSG00000124003,MOGAT1,3.5195,3.856901,3.488871,4.157278,3.374064,4.088391,3.316357,3.233903,3.880686,3.338297,3.324753,3.396281,4.178006,3.334657,3.645932,3.468313,3.541911,3.334914,3.345777,3.161861,3.836391,3.550036,3.236564,3.600641
ENSG00000166391,MOGAT2,2.971074,2.974017,3.249622,3.106761,3.283556,3.215498,3.003618,3.154865,2.84944,2.845357,2.85878,2.942381,3.30983,3.295879,3.460135,3.429443,3.153972,3.180632,3.287205,3.277919,3.026503,3.130599,3.146061,2.860342
ENSG00000106384,MOGAT3,4.193762,4.161182,4.576166,4.195919,4.641801,4.364776,4.579354,4.086885,4.33071,4.326068,4.368863,4.43434,4.675458,4.528776,4.005477,4.295616,4.036899,4.143567,4.316981,4.591713,4.563032,4.153008,4.149963,4.375682
ENSG00000115275,MOGS,8.934129,8.9467465,9.0364375,8.8302145,8.9193795,8.966461,9.05934,8.842789,9.6131855,8.8073575,9.421357,8.82244,8.99719,9.119182,8.7266855,8.9909605,8.734136,8.75032,8.5616045,8.8771915,8.8471665,8.872372,8.806813,8.895146
ENSG00000164077,MON1A,7.20524,7.279207,7.281814,7.288846,7.469515,7.212234,7.52178,7.429867,7.590494,7.092447,7.450228,7.271013,7.006108,7.616936,7.142169,7.224026,6.81386,7.274585,6.645539,7.286333,7.332842,7.182975,7.592053,7.20078
ENSG00000103111,MON1B,9.9249905,10.119517,9.9792745,10.0685975,9.9537315,10.016177,9.976293,9.942948,9.9359855,9.943844,9.8139535,10.016817,10.1354865,10.1492525,10.146422,9.947689,9.9821225,10.0719705,9.984484,10.074588,10.050104,9.9953975,10.058984,9.936379
ENSG00000061987,MON2,9.488233,9.4587275,9.7233495,9.5599915,9.442494,9.709112,9.6476585,9.591021,10.0509885,9.4896905,9.821547,9.720026,9.448359,9.42702,9.508166,9.699304,9.5251695,9.437445,9.467672,9.4024625,9.532774,9.3678415,9.520115,9.4064605
ENSG00000114487,MORC1,2.807436,2.729736,2.713797,2.511762,3.049962,2.467412,2.685521,2.769469,2.571224,3.169179,2.87833,2.899703,3.200677,2.901781,2.983334,2.460263,3.283039,2.905567,2.33381,2.739911,2.589903,2.632938,2.736357,2.401759
ENSG00000133422,MORC2,8.49507,8.856338,8.527753,8.631205,8.594236,8.780602,8.883739,8.675514,8.780435,8.675065,8.892611,8.876028,8.937379,8.262211,8.44307,8.409878,8.564786,8.376387,8.375923,8.209748,8.870072,8.606862,8.738514,8.500363
ENSG00000159256,MORC3,10.644009,10.383412,10.291879,10.433291,10.36113,10.467011,10.316384,10.60475,10.138331,10.667768,10.28019,10.69141,10.130707,10.418611,10.354714,10.460982,10.376389,10.41295,10.436591,10.486267,10.055024,10.554611,10.385818,10.367746
ENSG00000133131,MORC4,7.986052,7.861377,7.677735,7.703427,8.175526,7.943078,8.1023,7.935774,7.74097,8.110393,7.519861,8.109393,7.746152,7.592818,7.764538,7.244117,7.99722,7.751984,8.328035,7.939734,8.246642,7.771119,8.245301,7.796302
ENSG00000185787,MORF4L1,11.574905,11.46291967,11.44011167,11.38258367,11.56421967,11.34590867,11.60501133,11.39764,11.622017,11.474132,11.75697433,11.389657,11.42523267,11.47855667,11.42926233,11.31747533,11.51309133,11.50839467,11.44137,11.44859767,11.43411133,11.562527,11.34343733,11.46123567
ENSG00000123562,MORF4L2,7.852029,7.7429885,7.8648285,7.791237,7.8542835,7.611618,7.766058,7.6630755,7.687065,7.658871,7.855049,7.546161,7.547554,7.553383,7.608871,7.724028,7.376301,7.4680475,7.8486655,7.795053,7.6084265,7.729473,7.5897035,7.5653855
ENSG00000116151,MORN1,6.894157,6.679173,6.797217,6.759719,6.67991,6.598216,6.477825,6.770504,6.4335,6.486434,6.865196,6.57371,7.048165,6.694445,6.957387,6.795357,6.599535,6.788002,6.616362,6.786574,6.903857,6.740269,6.338848,6.782183
ENSG00000188010,MORN2,5.414268,5.823065,5.002685,6.43817,5.799953,6.857467,6.001707,6.436869,5.771075,5.881203,6.292977,6.088149,5.396206,5.446824,5.578015,6.310165,5.257001,5.784501,5.411909,5.872876,5.611567,5.907246,5.530286,5.460016
ENSG00000139714,MORN3,6.289562,5.633674,5.599764,5.814651,5.925005,5.852895,6.150808,5.64981,6.080122,5.821866,6.053659,5.822673,5.574527,5.556489,4.681724,5.799017,5.491382,5.878216,5.983602,5.989542,6.071809,6.035447,5.776437,6.06493
ENSG00000171160,MORN4,5.728798,5.425767333,5.584226,5.552841333,5.787787667,5.808922,5.903067,5.917816667,5.483879667,5.861783333,5.769212,6.054647,5.727076,5.333487,5.774453,5.452764,5.609194667,5.556934667,6.231169667,5.428447333,6.154885333,5.740807,5.901050333,5.313409
ENSG00000185681,MORN5,3.66553,3.572516,3.415283,3.598543,3.384975,3.317297,3.482645,3.443859,3.800762,3.497858,3.625858,3.59321,3.322865,3.455814,4.006563,3.751436,3.838996,3.72334,3.789668,3.66173,3.699468,3.401584,3.568862,3.829703
ENSG00000172680,MOS,2.913663,2.918424,3.128034,3.150323,3.273902,3.161784,3.103045,3.054215,3.166167,3.252514,2.824546,2.848988,3.069518,2.963099,3.089776,2.956638,2.901406,3.171541,3.3028,2.914082,2.844267,3.21323,2.696067,3.202972
ENSG00000101928,MOSPD1,8.393412,8.092416,8.399027,8.40301,8.131605,8.547705,8.129951,8.620981,8.900093,8.256362,8.833847,8.302934,7.665445,8.264575,8.090978,8.532932,7.946658,8.119143,8.158656,8.42871,8.233287,8.376585,8.397808,8.130771
ENSG00000130150,MOSPD2,10.937469,11.091763,10.612561,11.363078,10.897224,11.1620955,10.70035,11.035828,10.5837475,11.102961,10.4232995,11.206932,11.370852,11.035377,11.569799,11.0335965,11.436635,11.1450985,11.3801435,11.186509,11.181623,11.0186635,11.3776075,11.01273
ENSG00000106330,MOSPD3,7.743861,7.778872,7.876164,7.879385,7.952354,7.769747,7.70121,8.163495,7.843945,7.594857,7.838972,7.682277,7.630025,7.961446,7.944887,7.901762,7.492877,7.952431,7.360956,7.921241,7.879911,7.716467,7.899072,7.812459
ENSG00000155363,MOV10,8.9371,9.015836,9.062516,8.954331,9.024336,8.903142,9.136072,8.981937,9.61512,8.982915,9.356114,8.926645,8.899245,8.777027,8.80051,8.798708,8.689305,8.791429,8.64531,8.600911,8.936751,8.688591,8.933281,8.741516
ENSG00000073146,MOV10L1,3.777976,3.945371,3.732959,3.590283,3.900688,3.775382,3.673202,3.76887,3.670499,4.233609,3.97167,3.888141,4.309502,3.587879,3.936077,4.166259,3.64568,4.11634,3.759258,3.294597,3.983461,4.068982,3.697937,4.010972
ENSG00000079931,MOXD1,5.568928,5.306052,5.4005405,5.408856,5.315725,5.398333,5.2641875,5.312934,5.4881515,5.4982445,5.4451265,5.1481265,5.175535,5.546853,5.1548645,4.8723925,5.134241,5.187916,5.0532085,5.1799985,5.1660755,5.112736,5.2801385,5.021809
ENSG00000129255,MPDU1,9.672893,9.753928,9.879714,9.853832,9.880379,9.811352,9.649595,9.971274,10.10325,9.674769,9.98498,9.682668,9.74797,9.784417,9.749019,10.022446,9.618521,9.834727,9.394487,9.766208,9.806737,9.730302,9.843016,9.736987
ENSG00000107186,MPDZ,3.999805,4.185483667,4.141200667,4.058782,4.374484667,4.128745,4.005248,4.130995,4.164917,4.258096333,4.205215333,4.181881667,4.350074,4.029328333,4.320117667,4.065885,4.752714667,4.168960333,3.924242667,4.073651,4.055103,4.128016333,4.177327667,4.289354333
ENSG00000197629,MPEG1,12.398793,12.662885,12.39911033,12.62159467,12.319169,12.58882167,12.255719,12.49310133,11.99451833,12.653653,12.06651567,12.60672967,12.39869633,12.51884433,12.66153833,12.63234967,12.56610633,12.57806833,12.51584267,12.571675,12.378188,12.58859267,12.47097233,12.55676667
ENSG00000103152,MPG,8.675616,8.938601,8.822917,8.803742,8.911628,8.913408,8.675133,8.725547,8.914539,8.785937,9.008561,8.725838,8.768789,8.812054,8.690413,8.949162,8.596821,8.837626,8.180207,8.713765,9.056407,8.794327,8.924659,8.697922
ENSG00000124383,MPHOSPH10,10.403644,10.303619,10.577316,10.475563,10.506673,10.548049,10.557102,10.174197,10.665089,10.382503,10.70588,10.364583,10.245766,10.308387,10.32702,10.142746,10.212899,10.252556,10.45484,10.433322,10.486367,10.411354,10.367744,10.329502
ENSG00000135698,MPHOSPH6,8.563427,8.525576,8.659488,8.668296,8.620838,8.799704,8.560691,8.656174,8.598345,8.795656,8.928475,8.775589,8.136035,8.328538,8.470463,8.609687,8.258509,8.443148,8.301956,8.725359,8.500836,8.714412,8.490702,8.486917
ENSG00000196199,MPHOSPH8,8.734662333,8.956312333,8.752407,8.860666333,8.523806,8.733188667,8.719845667,8.701190667,8.914981333,9.093958667,8.747974333,8.834481667,8.802677667,8.500589667,8.754934333,8.570027333,8.889687667,8.484656,8.977893333,8.619766,9.218092667,8.649279,8.927939,8.658798
ENSG00000051825,MPHOSPH9,7.47380175,7.367186,7.4526845,7.3236935,7.4703535,7.468823,7.63073125,7.31836925,7.67927375,7.38048675,7.5815345,7.39657025,7.26208425,7.42824175,7.1192175,7.00409225,7.3998325,7.3652705,7.45136925,7.31289525,7.48534875,7.37551825,7.500694,7.46609375
ENSG00000178802,MPI,8.043194,8.1762325,8.1616955,7.9612665,8.152795,8.1981715,8.315407,8.195664,8.405358,8.24177,8.4306995,8.1618025,8.0860885,7.780048,7.818044,8.033061,7.6886905,7.975309,8.012882,7.9733695,8.425579,8.140959,8.2845025,8.0046615
ENSG00000117400,MPL,8.229923,8.1949645,7.1917255,7.8691465,8.226867,7.316419,8.0386375,7.718498,7.2679685,7.7683285,7.3801085,7.564214,7.880126,8.4099005,7.983157,7.6408275,7.2680095,8.215118,8.3658325,8.2582615,7.813873,7.9894655,8.2983925,8.3144245
ENSG00000008382,MPND,6.64116,6.399089,6.516197,6.253687,6.653785,6.356323,6.751884,6.266512,6.804056,6.418125,6.56342,6.387132,6.409048,6.552265,6.385796,6.386152,6.251724,6.559371,6.058654,6.544376,6.445285,6.537003,6.486444,6.495362
ENSG00000005381,MPO,5.293917,5.261502,4.6610355,5.186429,4.928425,5.1172325,4.695321,5.1235205,5.0635155,5.3324425,4.6972745,5.299038,5.2892625,5.724648,5.9324605,5.7026065,5.3274555,5.7463975,5.1537865,5.5786315,5.730586,5.560417,6.073294,5.511441
ENSG00000130830,MPP1,11.945137,12.025979,11.472482,11.83851,11.833704,11.374579,11.611837,11.660106,11.359656,11.881748,11.123057,11.920607,12.078869,12.351021,11.93884,11.836692,11.819172,12.155859,11.889248,12.256898,11.639637,12.21969,12.028302,12.339778
ENSG00000108852,MPP2,5.1180885,5.124121,4.9290035,4.848309,5.1321475,4.9226995,5.1167995,5.2574265,4.925002,5.046082,4.943332,5.0478845,4.747065,5.110227,4.862606,4.8420925,4.662807,4.5822145,4.583405,4.9930465,4.84564,5.003366,4.6685145,4.933711
ENSG00000161647,MPP3,4.531587,4.8890205,4.685441,4.6838985,4.6643605,4.451617,4.703875,4.782327,5.345094,4.9651935,4.515743,4.832954,5.3930285,4.927708,5.0732105,4.683393,5.870545,4.696678,4.5277525,4.6383165,5.033766,4.993401,4.840648,4.7262825
ENSG00000082126,MPP4,3.286309,3.228689,3.34086,3.331566,3.4342605,3.278174,3.338293,3.516115,3.369529,3.447458,3.3490145,3.382106,3.68367,3.2865275,3.4848665,3.3375195,4.410428,3.2509745,3.295915,3.3579525,3.326517,3.4876345,3.4980095,3.2076605
ENSG00000150054,MPP7,7.405128667,7.762453,7.201277833,7.818659667,7.351512333,7.730308833,7.471400333,7.617717167,7.120191333,7.7085435,7.3249625,7.766065,7.539584667,7.0657925,7.677386,7.017476,7.7089455,7.3440855,7.771833833,7.1779265,7.784405333,7.104960833,7.526460667,7.356052333
ENSG00000154889,MPPE1,10.6956395,10.3552675,10.4412835,10.32025225,10.53681225,10.15759075,10.47408925,10.1429805,10.66185825,10.04055875,10.419972,10.30121125,10.99211925,11.046714,10.8272485,10.9024645,10.76851375,10.94487175,10.707063,10.917923,10.58360875,10.77047925,10.88586075,10.94353825
ENSG00000186732,MPPED1,5.6429145,5.633503,5.686821,5.5812915,5.80726,5.3023165,5.8291835,5.5225315,5.546736,5.0995615,5.65405,5.526414,5.5890755,5.4200825,5.704573,5.595501,5.3224025,5.630443,5.676711,5.2664455,5.591153,5.486215,5.4632645,5.562534
ENSG00000066382,MPPED2,4.892742,6.679266,4.876429,6.380744,4.969235,7.044347,5.56202,6.93064,4.761369,6.974603,5.344803,6.964853,6.774246,5.525945,5.932206,5.643832,6.156007,5.423184,6.361114,5.880595,6.677387,5.504612,6.119771,5.819801
ENSG00000133030,MPRIP,8.074021571,7.684953,8.137578714,7.714765714,8.072152143,7.849841286,8.232202,7.651123571,8.049767286,7.694879571,8.076738,7.798439143,7.810933429,8.095326,7.611531857,7.958069,7.400655857,7.930101286,7.982725,7.954360857,7.7681,8.032758429,7.685394429,8.078400429
ENSG00000128309,MPST,8.524376,8.781232,8.521537,8.729047,8.77051,8.746291,8.632639,8.667015,8.40577,8.589991,8.361128,8.572823,8.819721,8.946367,8.858708,8.870062,8.861927,8.95513,8.349192,8.792458,8.690193,8.642382,8.628519,8.845565
ENSG00000115204,MPV17,10.311853,10.515514,10.534747,10.488771,10.649989,10.308806,10.538035,10.596296,10.675916,10.497689,10.585276,10.424271,10.4686,10.428531,10.252126,10.395908,10.259081,10.424881,10.32391,10.372924,10.548588,10.404058,10.431706,10.376296
ENSG00000156968,MPV17L,7.246069,7.225135,7.2192255,6.935535,7.1259565,6.733823,6.952509,7.00777,6.9133145,7.249705,7.085714,7.2310865,6.9637475,7.325999,7.1184755,7.394163,7.558585,7.052371,7.326114,7.452815,6.820319,7.6226525,6.9468145,7.497201
ENSG00000254858,MPV17L2,7.406921,7.228968,7.26696,7.207307,7.350973,7.134889,7.3550925,7.265859,7.575615,7.233027,7.228623,7.167745,7.274156,7.0488325,7.0581625,7.2927955,6.9176415,7.2439235,7.04408,7.1275455,7.36677,7.011751,7.4354685,7.148166
ENSG00000158887,MPZ,8.422455,8.776572,8.76166,9.139452,8.721464,9.215454,8.197732,9.033832,9.054208,8.774525,8.830924,8.796715,8.608323,8.677659,8.853473,9.091017,8.740679,8.932757,8.934278,8.671262,8.926293,8.202414,9.042699,8.739987
ENSG00000197965,MPZL1,8.5592186,8.0149602,8.16411,8.3673502,8.4973394,8.188871,8.1871328,8.1069706,7.7594816,7.828937,7.6455898,7.6885536,8.3938294,9.0401312,8.627093,8.8225652,8.286908,8.9012194,8.3057008,8.804454,8.0607012,8.4822026,8.025757,8.6249784
ENSG00000149573,MPZL2,6.4061365,7.042678,5.9871255,6.8899385,5.936052,6.892165,6.0978615,6.9667505,5.6679415,6.808208,5.966374,7.0133215,6.449084,6.4741435,6.603084,6.560307,6.330783,6.849021,6.726773,6.719901,6.481829,6.507916,6.9573145,6.7965435
ENSG00000160588,MPZL3,9.3216635,9.4871635,9.10083,9.582455,9.236845,9.425149,9.3970355,9.305726,8.6359095,9.341341,8.647141,9.2939825,9.669763,9.5420555,9.6653905,9.4763135,9.6770475,9.480404,9.665791,9.287131,9.585706,9.159577,9.2286155,9.4334355
ENSG00000153029,MR1,8.230332,8.306479,8.214667,8.500556,8.392577,8.448355,8.177642,8.506969,7.886045,8.222917,8.007648,8.099113,8.257177,8.389793,8.369756,8.267366,8.218854,8.489398,8.298034,8.390288,8.251294,8.337642,8.132001,8.147244
ENSG00000170262,MRAP,4.204251,4.044087,4.311541,4.6217,5.018147,4.042799,4.741593,4.351884,4.336734,4.00157,4.199925,4.113293,4.094794,4.238736,4.118244,4.263379,3.629758,4.12692,4.561582,4.295724,4.433995,4.03839,4.293435,4.325995
ENSG00000135324,MRAP2,3.274031,3.574157,3.523315,3.375814,3.591065,3.482388,3.552641,3.511889,3.602369,3.54655,3.599174,3.501305,3.261907,3.469452,3.959732,3.05233,3.259885,3.192081,3.618371,3.837346,3.268138,3.812979,3.695028,3.523347
ENSG00000158186,MRAS,6.848163,6.772594,7.044156,6.618434,6.8934525,6.734028,6.7296385,6.484639,6.253705,6.5888975,6.0985635,6.342567,6.5146765,6.7934335,6.471581,6.344504,6.1729555,6.5684145,6.6384885,6.5137195,6.37074,6.209526,6.4773115,6.273778
ENSG00000011028,MRC2,7.014033,6.911619,6.623543,6.689046,6.852097,6.2096,6.60819,6.765735,7.00339,6.997065,6.639441,6.856617,6.39535,7.513252,6.438568,6.882933,5.894877,7.102263,6.689358,7.44089,6.523076,7.465313,6.622544,7.564753
ENSG00000118242,MREG,11.787755,11.704768,11.875111,11.822763,11.658988,11.777555,11.705445,11.888329,11.917995,11.555369,11.656118,11.779758,11.898878,11.697445,11.892802,11.899912,11.963444,11.655597,11.779189,11.727077,11.792525,11.643711,11.8019,11.68231
ENSG00000179010,MRFAP1,12.826973,12.810005,12.776301,12.838482,12.8885445,12.802614,12.877448,12.719603,12.659783,12.810169,12.7530485,12.8133745,12.77932,12.824284,12.7865165,12.7951555,12.817562,12.8606055,12.800202,12.8759,12.8287545,12.82819,12.814788,12.83512
ENSG00000178988,MRFAP1L1,11.801741,11.55174,11.837995,11.737804,11.681414,11.80382,11.791083,11.629902,11.565571,11.759358,11.884015,11.615572,11.389327,11.500285,11.522853,11.651445,11.480439,11.567926,11.561465,11.700548,11.574232,11.679133,11.546338,11.527943
ENSG00000172938,MRGPRD,4.53679,4.968017,4.954192,4.769779,4.937886,4.896138,5.040189,4.89333,4.980865,4.902943,4.860228,4.922509,4.826501,4.969489,4.436495,4.867458,4.256235,4.72383,5.024165,5.191682,4.941851,5.004741,4.727002,4.990444
ENSG00000184350,MRGPRE,5.3122415,5.4207265,5.4385475,5.4194735,5.4882755,5.4650275,5.3366975,5.3268155,5.397754,5.3039485,5.3819755,5.384347,5.648412,5.393548,5.604263,5.3309135,5.3568785,5.31456,5.3890475,5.291757,5.526642,5.5203155,5.49329,5.6418085
ENSG00000172935,MRGPRF,4.669393,4.686766,4.772852,4.651919,4.746167,4.278215,4.780552,4.655199,4.738799,4.537213,4.491273,4.676334,4.539109,4.627448,4.869064,4.774397,4.497165,4.518492,4.733258,4.754199,4.962995,4.681843,4.606671,4.709879
ENSG00000182170,MRGPRG,5.796484,5.917059,5.841499,5.750741,6.13723,5.89448,6.175809,5.83561,5.94614,5.732755,5.833265,6.022299,5.992629,5.800167,5.825492,5.898752,5.697236,5.865009,5.829833,6.08321,5.895077,6.268183,5.664028,6.064251
ENSG00000170255,MRGPRX1,4.96429,4.959368,4.939218,4.763947,5.031327,4.761851,5.00645,5.098593,4.704589,5.25058,4.736051,4.711526,4.985256,4.96784,4.93017,5.041563,5.049206,5.01814,4.712935,5.042595,4.793835,4.675626,4.757555,5.160423
ENSG00000183695,MRGPRX2,3.22612,3.598502,3.270975,3.696252,3.617366,3.441549,3.311639,3.555196,3.271195,3.542888,3.535217,3.793074,4.106758,3.915491,3.493325,3.293516,3.862852,3.643663,3.424241,3.439809,3.429087,3.255271,3.633553,3.322101
ENSG00000179826,MRGPRX3,2.717219,2.787097,2.56738,2.925588,2.92466,2.858559,2.863436,2.864765,2.50286,2.410017,2.653056,2.813239,2.722717,3.192561,2.779615,2.807309,2.875919,2.508885,2.975446,2.879006,3.000521,2.846943,2.73643,2.561318
ENSG00000179817,MRGPRX4,3.796669,3.761186,3.467194,3.943603,3.579814,3.449678,3.692808,3.426693,3.593015,3.586797,3.758163,3.794728,3.261903,3.522698,3.724306,3.518089,3.985395,3.772932,3.852866,3.564701,3.689043,3.701488,3.575124,3.465754
ENSG00000037757,MRI1,8.5147868,8.485415,8.7503118,8.359067,8.5817618,8.5106108,8.6370286,8.4273776,8.9350822,8.4740374,9.0809868,8.544088,8.5617824,8.4661592,8.382932,8.3103438,8.2774232,8.3625914,8.2752786,8.434828,8.5121154,8.4830872,8.452714,8.5260402
ENSG00000278619,MRM1,5.949572,6.465571,6.236792,6.355651,6.337762,6.127686,6.175693,6.287847,6.249802,6.414579,6.255387,6.259854,6.29262,6.363975,6.167327,6.255579,5.913636,6.145056,5.905144,6.376061,6.666207,5.81736,6.033862,6.249882
ENSG00000134042,MRO,3.447952,3.663433,3.746759,3.6727,3.686474,3.6845395,3.5181955,3.7126925,3.70134,3.552732,3.5904825,3.4297115,3.6637275,3.530675,3.832011,3.562872,3.831181,3.5063495,3.4929535,3.4090555,3.5649455,3.542184,3.6872715,3.51342
ENSG00000169288,MRPL1,7.5552575,7.341463,7.7909,7.630271,7.5232755,8.332901,7.7059795,7.395457,7.6803405,7.237733,7.961637,7.6397415,6.9341235,7.2942935,7.0135,7.254358,6.855063,6.98582,7.5286045,7.2601275,7.4282775,7.3641275,7.1544585,7.1999725
ENSG00000159111,MRPL10,8.0974515,7.8651165,8.154859,7.960897,8.1959015,7.8484865,8.3559285,7.911888,8.367473,7.863966,8.2837085,7.965394,8.1081035,8.009955,7.53875,8.2393895,7.9762355,8.089895,8.205593,8.0347335,7.9822095,7.882509,7.9774805,8.017603
ENSG00000174547,MRPL11,7.388366,7.353817667,7.499427333,7.515173667,7.700918,7.756598333,7.576147,7.596303333,7.743570333,7.287244667,7.670234,7.471269667,7.271329,7.26153,7.398258333,7.518853667,7.266832,7.460965333,7.205302667,7.456076333,7.647956333,7.306430333,7.516158667,7.245013
ENSG00000262814,MRPL12,7.981297,8.130687,8.22696,8.117232,8.292911,8.197514,8.22411,8.070424,8.516441,7.902768,8.406285,8.067399,7.707414,8.016923,7.863462,8.120194,7.715966,8.213423,7.541889,8.055285,8.049925,8.083132,8.218557,7.90203
ENSG00000172172,MRPL13,7.990625,8.120122,8.406535,8.149693,8.016758,9.118624,7.91918,8.128824,8.025036,7.608654,8.815577,8.321377,6.849965,7.734203,6.638492,8.311256,7.527782,7.857052,7.156122,7.753032,7.537596,7.670033,7.532599,7.865089
ENSG00000180992,MRPL14,8.876384,8.964699,9.091508,9.039077,9.163212,9.258656,9.166108,9.248346,9.373011,8.91202,9.500191,8.884401,8.775905,8.706593,8.78307,9.014862,8.487701,8.92835,8.599665,8.948174,9.233517,8.964959,8.694066,8.691677
ENSG00000137547,MRPL15,9.021836,8.880379,9.170894,8.959223,9.041755,9.267887,9.079114,8.813008,9.285041,8.757234,9.753057,8.76449,8.313164,8.806396,8.576669,9.1352,8.397989,8.808372,8.232394,8.967734,8.863177,9.023613,8.738702,8.568248
ENSG00000166902,MRPL16,10.570324,10.587793,10.662063,10.527213,10.785938,10.592537,10.784515,10.628496,10.875357,10.556345,10.799419,10.612906,10.673365,10.572852,10.573089,10.603796,10.658503,10.596231,10.643019,10.501307,10.795948,10.542208,10.680486,10.48006
ENSG00000158042,MRPL17,7.674025,7.736124,7.591428,7.8387605,7.705844,8.0129395,7.545526,7.6358545,7.514474,7.617155,7.9699185,7.777622,7.599084,7.495276,7.922224,7.479202,7.7921525,7.478591,7.5335095,7.5833045,7.9114765,7.547992,7.822413,7.364595
ENSG00000112110,MRPL18,10.409765,10.093165,10.351739,10.175932,10.684442,10.31279,10.655261,10.343742,10.652458,10.24412,10.603128,10.051176,10.166706,10.1693,10.111325,10.234232,10.049437,10.193591,10.102507,10.250063,10.288375,10.216549,10.123403,10.339447
ENSG00000115364,MRPL19,8.128759667,7.915171667,7.967071333,8.012136333,8.118455333,8.252951,8.161292333,7.959702,7.950451667,8.125686667,8.098277,8.013473333,7.254864333,7.782375333,7.603522333,7.890407333,7.719642667,7.889731667,7.649097,7.843278667,7.816330667,7.873182333,7.844461667,7.702638
ENSG00000112651,MRPL2,8.3641635,8.344865,8.4777245,8.322687,8.5237275,8.3595885,8.6171105,8.4301325,8.5921985,8.3100765,8.439709,8.2660765,8.5373015,8.6976085,8.500944,8.669632,8.5626055,8.844171,8.234818,8.788943,8.8205195,8.692702,8.634888,8.7400355
ENSG00000242485,MRPL20,11.285779,11.419666,11.473213,11.380819,11.53756,11.401608,11.460516,11.400377,11.473534,11.269172,11.644265,11.230897,11.192889,11.225544,11.196362,11.290057,11.131335,11.298467,11.012967,11.311981,11.58507,11.285796,11.411961,11.252989
ENSG00000197345,MRPL21,9.232298,9.938875,9.502682,10.160949,9.576644,10.43088,9.492378,10.57431,10.174858,9.89989,9.648481,9.81226,9.301427,9.324463,9.49567,9.770287,9.196461,9.425185,9.326534,9.593985,9.843334,9.555927,9.636735,9.456936
