ENSEMBL,Symbol,H_CT8,H_CT12,H_CT16,H_CT20,H_CT24,H_CT28,L_CT8,L_CT12,L_CT16,L_CT20,L_CT24,L_CT28
ENSG00000074966,TXK,11.672399,11.730022,11.305509,11.519773,11.729552,11.942784,11.617288,11.157316,11.155137,11.29547,11.482336,11.547214
ENSG00000084652,TXLNA,7.76711,7.7646645,7.831389,7.9776055,7.528766,7.5112325,7.835479,7.6552965,7.90712,7.613732,7.9468825,7.7618575
ENSG00000164440,TXLNB,5.23890475,4.922285,5.04643125,5.204001,5.0116325,4.953442,4.7011615,4.915348,4.96706575,5.06344725,5.28380475,4.777832
ENSG00000136810,TXN,9.274363,8.884277,9.800614,9.143434,9.33546,9.319961,9.365091,10.006303,9.80056,9.755986,9.841327,9.353684
ENSG00000100348,TXN2,9.300868,9.484425,9.482754,9.571679,9.592783,9.461158,9.288139,9.226028,9.027979,9.177506,9.318692,9.190765
ENSG00000153066,TXNDC11,9.861706,9.933893,9.882386,9.920076,10.056297,9.977211,9.862487,9.711672,9.577511,9.493148,9.893051,9.744655
ENSG00000117862,TXNDC12,10.837101,10.6791675,10.88478,10.8243985,10.3786705,10.6542475,10.838532,11.033036,10.9167915,10.818056,10.898545,10.8324965
ENSG00000113621,TXNDC15,9.709961333,9.955189667,9.651477,9.729039667,10.087453,10.00483433,9.404785667,9.247660333,9.323984,9.351389667,9.463302,9.593906
ENSG00000087301,TXNDC16,7.242879,7.057821,6.944826,6.9293685,7.0451245,6.9630545,7.242163,6.8881485,6.967091,7.2672485,7.2246765,7.3622755
ENSG00000129235,TXNDC17,6.342594,5.970563,6.593212,6.105207,6.648366,6.694536,6.577208,6.437899,6.205631,6.142071,6.590256,6.447897
ENSG00000239264,TXNDC5,6.049213,5.818451667,5.904950667,5.875148,5.664121333,5.829651,5.592694,5.341451,5.630712,5.478444667,5.610566,5.397043333
ENSG00000204193,TXNDC8,3.147013,2.772255,3.01164,2.905807,2.743201,2.910155,3.056592,2.633951,3.095846,3.071453,3.056651,3.022092
ENSG00000115514,TXNDC9,6.747746,6.654145,6.011529,6.080962,6.739019,7.015897,6.175348,6.230088,6.407272,6.646163,5.968289,6.189254
ENSG00000265972,TXNIP,13.664601,13.517071,13.461125,13.447572,13.353775,13.51163,13.664198,13.576908,13.616848,13.495402,13.45276,13.524623
ENSG00000091164,TXNL1,11.303179,11.34207,11.307786,11.348105,11.471251,11.433381,11.026102,11.122496,11.105622,10.989582,11.205842,11.244893
ENSG00000141759,TXNL4A,7.7668,7.9918985,7.89333,7.914809,8.117224,7.964461,7.7723185,7.6800135,7.503453,7.640767,7.8788665,7.7914755
ENSG00000140830,TXNL4B,7.763149333,7.394744667,7.712516333,7.747632,7.327405,7.587895,7.253361333,7.504013,7.351531667,7.457211333,7.56766,7.364850667
ENSG00000198431,TXNRD1,8.899307,8.730883,8.7889576,8.8309516,8.53302,8.3830072,9.039799,8.8560778,8.8620068,9.1827002,8.79884,8.8059422
ENSG00000184470,TXNRD2,7.945715,8.111115,8.075137,8.0111,7.82198,7.940259,7.873981,7.868608,7.756893,7.44186,7.768807,7.757772
ENSG00000197763,TXNRD3,3.509572,3.344484,3.143699,3.117635,3.326232,3.223804,2.938094,3.473465,3.38692,3.391053,3.402601,3.284704
ENSG00000105397,TYK2,10.428402,10.526414,10.411519,10.407582,10.888957,10.754363,11.030156,10.833353,10.827626,10.327109,10.636268,10.709095
ENSG00000176890,TYMS,7.104305,6.994096,6.789978,7.003893,7.607009,7.687921,7.400061,7.042937,7.255619,7.052052,7.217388,7.880941
ENSG00000077498,TYR,5.118784,5.020906,5.236656,5.158852,5.256569,5.114963,5.379892,4.608935,5.059153,5.190355,5.369275,4.930258
ENSG00000092445,TYRO3,4.332839,4.103731,4.400572,4.014513,4.155375,4.058507,4.000693,4.29031,4.324197,3.922058,4.54014,3.911862
ENSG00000011600,TYROBP,13.299347,13.091399,13.361542,13.227921,13.051351,12.943867,13.527526,13.546094,13.496152,13.332855,13.466391,13.49689
ENSG00000107165,TYRP1,2.588688,2.635436,2.633046,2.670742,2.5952205,2.7799805,2.637869,2.797744,2.4866385,2.594245,2.672694,2.4986735
ENSG00000156521,TYSND1,7.965467667,8.148859,7.926449,7.982561333,8.235469,8.228244,7.916014333,7.641286667,7.685485333,7.529964,8.014484667,7.955965
ENSG00000162623,TYW3,7.843325667,7.954906333,7.475032,7.817399,8.198638667,8.30209,7.233573667,7.283928667,7.285896333,7.624242,7.783932333,7.623018
ENSG00000161265,U2AF1L4,9.190947,9.118244,9.392351,9.448127,9.802262,9.623383,9.351585,9.230773,9.215263,9.201246,9.536408,9.483077
ENSG00000063244,U2AF2,6.51957425,6.58160175,6.576371,6.66009275,6.4897325,6.543213,6.5422525,6.631317,6.696848,6.59994575,6.8456255,6.3484775
ENSG00000137831,UACA,4.049542167,4.034691667,4.245063167,4.062575833,4.021673333,3.914723833,4.277556667,4.341065333,4.588163333,4.1148255,4.0926755,4.139347833
ENSG00000117143,UAP1,9.582456,9.65198,9.469024,9.663448,9.561,9.69719,8.868646,9.242801,8.974985,9.156127,9.100471,9.171507
ENSG00000197355,UAP1L1,6.766901,6.981337,6.938026,6.698452,7.007222,7.145934,6.995026,6.926124,6.78786,6.540761,7.041839,7.014138
ENSG00000130985,UBA1,12.37539,12.372832,12.480671,12.476093,12.546209,12.344556,12.534094,12.511501,12.432298,12.454621,12.484957,12.508806
ENSG00000126261,UBA2,9.350439333,9.413314333,9.266795667,9.338991,9.409835333,9.614994667,8.913401667,9.000514333,8.88637,9.103947667,9.227224,9.359619333
ENSG00000144744,UBA3,10.25409167,10.20664933,10.29766767,10.15583967,10.15639867,10.311061,10.086952,10.190304,10.207906,10.22773167,10.125375,10.09495633
ENSG00000081307,UBA5,6.9665464,7.1109254,6.7963534,6.9913624,7.3232902,7.343991,6.6543594,6.741565,6.4906798,6.6007762,6.8280314,6.9049322
ENSG00000221983,UBA52,11.219338,11.34871825,11.30906175,11.29613225,11.52172125,11.30903925,11.218183,11.084925,11.00593875,11.177602,11.38293975,11.3697675
ENSG00000033178,UBA6,8.039040125,8.029342875,7.840398875,8.077907375,8.351465875,8.044562125,7.87946875,7.844333375,7.9253505,8.090840625,8.096493625,8.00855175
ENSG00000182179,UBA7,9.982472,10.061114,9.967106,9.979435,10.675764,10.497932,10.119426,9.993743,9.828202,9.496871,9.865738,9.852922
ENSG00000130560,UBAC1,8.859988,8.990341,8.975845,8.846232,8.963989,8.940332,8.748345,8.963682,8.721115,8.624386,8.820825,8.86157
ENSG00000134882,UBAC2,9.2148455,9.1896435,9.269248,9.267029,9.2143545,9.230283,8.9132915,9.008647,8.827256,8.8886235,9.097211,9.0680475
ENSG00000165006,UBAP1,8.501485667,8.459273,8.563907667,8.475664,8.222148667,8.223489667,8.965573,9.104234667,9.134334667,9.060062667,8.601653,8.706826667
ENSG00000137073,UBAP2,6.950221,6.9107175,7.1444415,7.254688,7.3739935,7.1710535,6.9436335,6.838982,6.714628,7.0977985,7.2148855,6.995669
ENSG00000143569,UBAP2L,6.620682667,6.570533,6.721111167,6.702964167,6.808812167,6.713742667,6.680240333,6.6714235,6.601501833,6.721093167,6.7272955,6.676019667
ENSG00000160185,UBASH3A,9.526659,9.754585,9.655247,9.859699,10.242313,10.221228,9.22988,9.165977,9.256544,9.011942,9.590279,9.517978
ENSG00000154127,UBASH3B,8.015704333,7.851089667,8.035485667,8.078967,7.689137,7.519967667,8.068409667,8.221465333,8.139537333,8.372112,8.129000667,8.13186
ENSG00000170315,UBB,9.600109,9.578842,9.702483667,9.669819667,9.227837667,9.034966333,9.351107667,9.141613667,9.239197667,9.455233333,9.102876,9.283641333
ENSG00000150991,UBC,9.837128143,9.868678429,9.746734286,9.650174714,9.581438714,9.684291143,9.852644143,9.891046286,9.899289,9.755303286,9.646734286,9.807724286
ENSG00000077721,UBE2A,10.4689755,10.2197535,10.4958525,10.40746,10.277301,10.198851,10.4714695,10.517428,10.5323335,10.4971845,10.4004265,10.4627215
ENSG00000119048,UBE2B,10.03322133,9.708162333,9.970588333,10.00414067,9.519372,9.764094167,10.05687683,10.22686283,10.23922967,10.2291785,10.103528,10.2157845
ENSG00000175063,UBE2C,7.716549,7.781768,7.697767,7.570943,7.264685,7.422843,7.854511,7.924955,7.564747,7.628658,7.623669,7.628217
ENSG00000072401,UBE2D1,10.9730985,10.6625745,10.9172025,10.8674395,10.409221,10.515408,11.466944,11.543888,11.66654,11.6696615,11.312098,11.479805
ENSG00000131508,UBE2D2,10.31760033,10.20650867,10.30858833,10.409044,10.52239,10.42087433,10.17803333,10.17876033,10.063597,10.26335533,10.278266,10.32558333
ENSG00000109332,UBE2D3,11.14929529,10.87757329,11.08879814,11.048136,10.752428,10.84762886,11.08790229,11.18308129,11.22100657,11.32354329,11.11209486,11.20948371
ENSG00000078967,UBE2D4,7.2925,7.230867,7.288013,6.949069,7.276615,7.207811,6.88083,7.056321,7.016578,7.013757,6.967452,7.125933
ENSG00000229547,UBE2DNL,3.51086,3.796805,4.009264,3.814576,3.978362,3.683135,3.419051,3.375846,3.620189,3.86821,3.574643,3.333562
ENSG00000170142,UBE2E1,8.497159,8.3941335,8.305067,8.293761,8.3316045,8.4301425,8.0534975,8.4981505,8.256654,8.518407,8.4925155,8.3726345
ENSG00000182247,UBE2E2,8.0921485,7.7601475,8.0344485,7.902874,7.5381595,7.361917,7.3929185,7.5739235,7.7284155,7.45839,7.8323135,7.938411
ENSG00000170035,UBE2E3,10.303858,10.2598015,10.2818175,10.274737,10.2857015,10.274517,9.8482885,9.909798,9.7892055,9.893036,9.9485245,9.9469175
ENSG00000184182,UBE2F,9.373199333,9.427810333,9.334478,9.392714167,9.386667333,9.39718,8.913931833,8.8593525,8.6574615,8.747977833,8.8669305,8.881092667
ENSG00000132388,UBE2G1,9.932501333,9.764348333,9.965129667,9.983800333,9.729840667,9.794701667,9.822787333,9.722405333,9.767465333,9.918721667,9.827135667,9.810621
ENSG00000184787,UBE2G2,7.5602605,7.56596075,7.72720575,7.661558,7.96864175,7.888673,7.41906175,7.28673075,7.57887775,7.58837,7.74898525,7.54178775
ENSG00000186591,UBE2H,7.757587571,7.298676143,7.463963571,7.574255429,7.404985286,7.314379143,7.441631143,7.627437571,7.359781143,7.646493143,7.338032,7.566973286
ENSG00000103275,UBE2I,10.74732875,10.71707175,10.88899875,10.88522825,10.73289175,10.8144065,10.8360265,10.75203325,10.7711655,10.58053125,10.8631835,10.88471175
ENSG00000198833,UBE2J1,8.965133067,8.8067634,8.803825067,8.8764562,8.6646978,8.696434867,8.870203,8.7394684,9.070597533,9.129511133,9.166258133,9.073931667
ENSG00000160087,UBE2J2,8.288229667,8.252733667,8.354834333,8.366005,8.523282333,8.25706,8.298364,8.205239667,8.197945333,8.049968667,8.292077333,8.278225333
ENSG00000078140,UBE2K,9.825467,9.572743667,9.753083,9.665017,9.285242333,9.574368667,9.473322333,9.617676,9.557076667,9.759030333,9.506563,9.586096333
ENSG00000185651,UBE2L3,10.07082975,10.0839185,10.2671555,10.19840075,9.9437255,9.82985375,10.06852575,10.1485525,10.04531875,10.10929525,10.19346,10.06497375
ENSG00000156587,UBE2L6,12.121728,12.035958,12.238496,12.157485,11.998081,11.841892,12.177411,12.192269,12.121526,11.93017,12.076658,12.056149
ENSG00000130725,UBE2M,8.288069,8.074717667,8.263680667,8.301805333,8.049936667,7.937776333,8.409324667,8.43812,8.185476,8.075906333,8.328275333,8.390125667
ENSG00000177889,UBE2N,8.061703,8.09501625,8.14716,8.08010925,7.9127885,8.11706975,7.638047,7.8305915,7.71947575,7.97260025,8.07571975,7.9076225
ENSG00000276380,UBE2NL,2.612951,2.996041,2.830327,2.999045,2.630372,3.296582,3.053458,3.63467,4.791285,2.729893,2.821726,3.188479
ENSG00000175931,UBE2O,8.109611,8.001518,8.109419,8.176565,8.3281175,8.013453,7.9492895,7.7947055,7.6316575,7.823098,7.8906045,7.957909
ENSG00000160714,UBE2Q1,9.18423,9.071937,9.1943965,9.4318615,9.167851,8.991455,9.2488915,9.2035375,9.1965075,9.129487,9.283186,9.194108
ENSG00000140367,UBE2Q2,7.559927,7.5539965,7.4699815,7.5342685,7.5929605,7.6334615,6.8778115,7.3427965,7.3856815,7.5873,7.266275,7.5776005
ENSG00000189136,UBE2Q2P1,4.410295,4.747137,4.278359,4.448812,5.274582,5.531156,6.85332,6.022308,7.373521,5.29677,5.302392,5.738706
ENSG00000215218,UBE2QL1,3.929666,3.950462,3.820788,3.886399,3.858784,3.848958,4.000624,3.729996,3.880748,4.042741,4.141405,3.944422
ENSG00000107341,UBE2R2,11.058233,10.833493,10.9547685,10.9396935,10.8489195,10.5787415,11.072532,11.2261575,11.032053,11.093778,10.862677,11.0675715
ENSG00000108106,UBE2S,3.280081,3.249886,3.40109,3.338648,3.130885,3.180659,2.692937,2.773366,2.681018,3.060528,2.957671,2.925796
ENSG00000077152,UBE2T,7.207385,7.289613,7.521433,7.641348,7.076384,7.688573,6.296225,7.076658,6.799464,7.217691,7.476603,6.939263
ENSG00000177414,UBE2U,2.547329,2.735624,2.544295,2.698031,2.929068,2.834209,4.262447,3.179148,4.365386,2.525667,2.928008,2.621704
ENSG00000169139,UBE2V2,8.075941,8.062356,7.790538333,7.968267667,7.478224,8.199290667,7.607017667,7.893379,7.746104,7.816055,8.057459667,7.936039667
ENSG00000104343,UBE2W,9.274449,8.865058,9.014284333,9.067070333,8.457387667,8.693355,8.680514667,9.079229,9.259442333,9.191792667,8.989299333,8.946616667
ENSG00000159202,UBE2Z,9.956084,9.868692,10.1478605,10.0498905,10.0348475,9.952155,10.0343165,9.9311605,9.9929235,10.108642,10.115662,10.0141655
ENSG00000114062,UBE3A,8.603402429,8.584243714,8.51166,8.588129429,8.598716857,8.573629143,8.273644,8.375117429,8.232217857,8.632206714,8.519120857,8.471001429
ENSG00000151148,UBE3B,7.8157492,7.7026366,7.7493276,7.758292,7.4895986,7.491875,7.696625,7.6650252,7.626245,8.0384576,7.8233874,7.7139646
ENSG00000009335,UBE3C,9.311445667,9.262478667,9.373548667,9.362790667,8.858637333,9.004414667,9.341143333,9.294823,9.365151,9.667307667,9.571908,9.460579667
ENSG00000110344,UBE4A,9.552831,9.270984,9.461015,9.3647795,9.3858785,9.3880885,9.791411,9.8169575,9.74307,9.7683785,9.5293955,9.492944
ENSG00000130939,UBE4B,9.797389,9.60322875,9.848019,9.8628775,9.5684805,9.3869695,10.236978,10.27371975,10.40303975,10.34170025,10.147591,10.145515
ENSG00000103353,UBFD1,8.0795755,7.676715,7.9052995,8.0237775,7.5648325,7.7872065,7.431894,7.699055,7.55791,7.8392155,7.748992,7.6417285
ENSG00000120942,UBIAD1,6.7335505,6.579006,6.716598,6.6431945,6.758195,6.746505,6.660688,6.522983,6.4856825,6.7046365,6.6695095,6.8134335
ENSG00000122042,UBL3,10.04746567,9.988687667,9.803725,9.947889,9.98704,10.20522533,9.556008667,9.710683667,9.757390667,9.812787,9.723457333,9.818795333
ENSG00000102178,UBL4A,9.0936655,9.289615,9.275218,9.1927045,9.521204,9.368522,9.10367,9.0212035,8.79664,8.828742,9.1667955,9.2173445
ENSG00000186150,UBL4B,4.098573,4.710392,4.248568,4.659122,4.547419,4.196457,4.462886,4.069566,4.406025,4.638322,4.689561,4.499491
ENSG00000198258,UBL5,10.391376,10.473132,10.337551,10.357669,10.670845,10.847541,10.045801,10.272207,10.31758,9.899121,10.382004,10.393943
ENSG00000138629,UBL7,9.75243,9.546049,9.954264,9.894392,9.727484,9.497471,9.915601,9.726558,9.646472,9.337137,9.82367,9.759818
ENSG00000164332,UBLCP1,11.039103,10.9803115,10.824151,10.825442,10.60358,10.911052,10.626157,10.7435585,10.7443465,10.8266855,10.5848745,10.748121
ENSG00000118900,UBN1,11.3320485,11.2406765,11.4102825,11.363285,11.277805,11.008864,11.8712425,11.862389,11.8073425,11.74519,11.5128665,11.662206
ENSG00000157741,UBN2,8.101481,7.9451225,7.968683,8.1413155,7.845381,7.88016575,8.26297225,8.185633,8.23164475,8.42013125,8.17296625,8.1549705
ENSG00000185019,UBOX5,7.4548985,7.5102325,7.556405,7.50715,7.273234,7.4674725,7.903188,7.7238825,7.3774675,7.4813405,7.883073,7.8400035
ENSG00000153560,UBP1,10.456833,10.231359,10.396177,10.323824,10.1014905,10.4286505,10.321366,10.277875,10.2995775,10.453293,10.4438615,10.4451175
ENSG00000135018,UBQLN1,9.4757095,9.3082845,9.32001775,9.2225595,9.415146,9.42994225,9.29492825,9.09356125,9.4391945,9.2946365,9.25114875,9.20236625
ENSG00000188021,UBQLN2,11.654521,11.750018,11.644513,11.703448,11.767222,11.774994,11.582547,11.5902,11.623229,11.750995,11.621842,11.643737
ENSG00000175520,UBQLN3,2.704852,2.929759,3.151897,2.935505,3.037639,2.843793,2.876286,2.786686,2.600271,2.856177,2.982721,2.785602
ENSG00000160803,UBQLN4,9.328729,9.431026,9.5415455,9.5634655,9.6250745,9.4721615,9.321096,9.2199925,9.1681025,9.3242735,9.3574365,9.168097
ENSG00000175518,UBQLNL,6.976177,6.969841,7.035926,7.049937,7.466026,7.249585,6.140601,5.883739,6.384056,6.248071,6.586884,6.449844
ENSG00000159459,UBR1,7.68452725,7.7587515,7.59321125,7.62705775,7.78937625,7.68015325,7.73109225,7.71392425,8.02405625,8.01531125,7.5537385,7.7346955
ENSG00000024048,UBR2,11.945276,11.71979767,11.821283,11.82081767,11.485962,11.48296767,12.12516233,12.133599,12.13721267,12.16439233,11.91706733,11.984057
ENSG00000144357,UBR3,7.3135705,6.87900625,7.0788625,6.97972625,6.93605075,6.94537225,7.12778825,7.27356175,7.41051675,7.2406605,7.225882,7.294323
ENSG00000127481,UBR4,7.935977,7.858545333,7.934224667,7.956616667,8.053707,7.772105667,8.154645333,7.985767667,7.877918333,8.069704667,7.847448333,8.031733333
ENSG00000104517,UBR5,11.093921,10.89485633,10.95451433,11.05796867,11.01942133,10.961898,10.88839167,11.05908633,11.01776867,11.04178233,10.95272133,10.96361267
ENSG00000012963,UBR7,8.740440667,8.604385333,8.759444333,8.747099,8.544944,8.726261,8.593036,8.585773667,8.638915667,8.659849,8.684064,8.451980667
ENSG00000165886,UBTD1,6.740034,6.507567,6.91759,6.493488,6.69946,6.766713,7.076693,7.029518,6.878183,7.100898,7.001702,7.137238
ENSG00000168246,UBTD2,6.805111,6.903287,6.6046605,6.872703,6.449319,6.773712,6.6231275,6.7310925,6.5083745,6.9992635,6.8367845,6.6077815
ENSG00000108312,UBTF,9.270844,9.362504333,9.565280333,9.619993667,9.233359667,9.211288667,9.461470667,9.447945,9.546205,9.360787,9.606405333,9.547133333
ENSG00000162191,UBXN1,10.538353,10.491404,10.526463,10.460069,10.594839,10.542505,10.564101,10.467944,10.597568,10.230054,10.798403,10.685243
ENSG00000162543,UBXN10,4.768816,4.711641667,4.833384667,4.820411,5.106651667,4.824257667,4.466342333,4.422641667,4.664748667,4.903259333,4.752260667,4.586614
ENSG00000158062,UBXN11,9.917561,10.279668,9.94795,9.835984,10.859247,10.689018,9.934942,9.816487,9.658464,9.014885,9.786214,9.750563
ENSG00000173960,UBXN2A,7.672237,7.518608,6.979145,7.310504,7.589766,7.870783,6.954843,6.724795,6.844289,7.16383,6.966749,7.266725
ENSG00000215114,UBXN2B,11.29703,11.042632,11.157977,11.149813,10.71323,10.813188,11.634065,11.84416,11.758818,11.598593,11.405272,11.453554
ENSG00000144224,UBXN4,10.41635767,10.44673267,10.37173367,10.345038,10.47279233,10.589356,10.40579867,10.38676433,10.52300733,10.56713333,10.34198067,10.41440167
ENSG00000167671,UBXN6,11.127554,10.698879,11.0900775,10.664404,10.942692,10.599652,10.622926,10.3949115,9.9561795,10.161429,10.2999785,10.6773885
ENSG00000163960,UBXN7,9.516138,9.2754615,9.3691225,9.4983865,8.9109205,8.994187,9.3646175,9.4916865,9.5553425,9.8681265,9.3588675,9.3259575
ENSG00000104691,UBXN8,7.3438295,7.2349425,7.524192,7.2285945,7.3201625,7.484754,7.061465,7.296488,7.0011915,7.0045635,7.2653705,7.0970475
ENSG00000154277,UCHL1,4.884563,4.267481,4.994144,4.672726,4.787438,4.665526,4.697745,4.027856,4.342711,4.536172,4.737069,4.536842
ENSG00000118939,UCHL3,9.397383,9.663533,9.720146,9.608815,9.795472,9.833267,9.000571,9.258893,9.165574,9.259071,9.484603,9.145183
ENSG00000116750,UCHL5,7.278858,7.342303333,6.878095,7.044527333,7.318806,7.282420667,6.338268333,6.685027333,6.408271667,6.579478333,6.849569667,7.116568
ENSG00000130717,UCK1,7.822958,7.992292,7.784057,7.950106,7.96724,8.117029,8.132059,8.085027,7.879075,7.72797,8.049869,8.023334
ENSG00000143179,UCK2,6.828802,6.488351,6.8405175,6.7386065,6.2942025,6.263464,6.664679,6.524518,6.5611165,6.4707525,6.5988785,6.3428105
ENSG00000198276,UCKL1,6.700447,6.93189175,7.008325,6.7665985,6.92507275,6.819208,7.0853685,6.841245,6.709271,6.35811475,6.8850335,6.76525725
ENSG00000165623,UCMA,3.647199,3.89685,4.095507,3.776593,3.703358,3.86676,3.596308,4.626807,3.45877,3.787623,4.227905,3.769414
ENSG00000163794,UCN,5.6788125,5.6381345,5.5920135,5.66397,5.6263555,5.547223,5.717281,5.2653345,5.5024305,5.5869275,5.6365425,5.3666065
ENSG00000145040,UCN2,6.267482,6.481527,6.476373,6.674567,6.478074,6.301545,5.852869,6.140953,6.341919,6.410224,6.114819,5.81705
ENSG00000178473,UCN3,6.14368,6.072531,6.120629,6.060875,6.021615,5.984969,6.327216,6.028785,6.162952,6.149111,6.176769,6.039594
ENSG00000109424,UCP1,4.776192,4.594929,4.806942,4.430358,4.525158,4.890851,4.76744,5.320016,5.252317,4.849602,4.661856,5.071613
ENSG00000175567,UCP2,12.121244,12.167589,12.36893,12.228686,12.301138,12.212486,12.002839,11.748033,11.885208,11.874106,12.214779,12.144838
ENSG00000175564,UCP3,6.33331,6.4286405,6.5293165,6.5312095,6.7015795,6.5357505,6.512331,6.5446355,6.3635115,6.3210215,6.329865,6.4455555
ENSG00000151116,UEVLD,7.9928525,7.760665,7.665793,7.7376495,7.7495755,7.6274465,7.48862,8.052168,7.746497,7.9549385,7.548542,7.7821675
ENSG00000143222,UFC1,10.975965,11.045848,11.115899,10.90408,11.232757,11.292735,10.518841,10.819836,10.727183,10.636413,10.92404,10.810452
ENSG00000120686,UFM1,8.00415,7.9848368,7.8825052,7.9975212,7.70695,8.1215628,7.3946676,7.5957764,7.5904188,7.8201864,7.953306,7.7529734
ENSG00000176125,UFSP1,6.644507,6.902065,7.10682,7.008627,7.35333,7.309647,6.833023,6.449666,6.052339,6.623825,6.894328,6.838645
ENSG00000109775,UFSP2,9.706917,9.790259,9.93094,9.813783,9.986973,9.707648,9.229305,9.264457,9.281945,9.417692,9.559929,9.613107
ENSG00000148154,UGCG,8.74444925,8.73906225,8.68716575,8.88902875,8.75910625,8.86416575,8.78460225,8.86665775,8.846793,8.8701655,8.98185475,9.027999
ENSG00000109814,UGDH,8.011084,7.680579,7.560047,7.671793333,7.343090667,7.650968,7.393374,7.490104,7.668129333,7.611834333,7.593361667,7.947189
ENSG00000136731,UGGT1,8.6605522,8.4440922,8.6883282,8.7185364,8.3784482,8.2933468,9.1121798,9.2210138,9.0527524,9.1953946,8.8769572,8.9477108
ENSG00000102595,UGGT2,5.3469995,5.65762575,5.381054,5.32957325,5.57353125,5.489207,4.5780365,4.329642,4.98353425,4.596856,4.6426245,4.826577
ENSG00000169764,UGP2,9.4874545,9.22866325,9.3799355,9.41822025,9.1888235,9.3191085,9.40735375,9.558207,9.46792425,9.63087775,9.5166325,9.51253325
ENSG00000167165,UGT1A6,2.310709,2.653507,2.331369,2.199057,2.936588,2.46162,2.475052,2.962228,3.266134,2.669517,2.593998,2.683169
ENSG00000135220,UGT2A3,2.941141,3.033444,2.665084,2.775905,2.763197,3.001246,2.686137,2.680116,2.669841,2.755136,2.857074,2.842526
ENSG00000109181,UGT2B10,4.392331,4.201934,4.269158,4.387105,4.049245,4.237382,4.416225,4.155169,4.526866,4.470629,4.156335,4.105546
ENSG00000213759,UGT2B11,7.379093,7.017808,6.367222,6.56937,6.356093,6.603514,4.484477,5.36591,4.595272,5.466557,4.608521,5.200097
ENSG00000197888,UGT2B17,3.793631,3.374918,2.935567,3.348388,3.618558,3.268726,2.998822,3.166255,2.856251,2.577967,2.858654,2.925796
ENSG00000135226,UGT2B28,2.733334,2.954378,2.890045,2.850999,2.857984,3.38979,4.272603,3.729261,4.06268,2.871338,2.630864,2.796704
ENSG00000156096,UGT2B4,2.442654,2.322773,2.353963,2.501778,2.301444,2.202844,2.614318,2.547983,2.243166,2.47408,2.292214,2.481708
ENSG00000171234,UGT2B7,2.5829545,2.5080935,2.4393095,2.530814,2.578767,2.76873,3.163192,2.754596,2.8510865,2.9394935,2.7264915,2.62661
ENSG00000145626,UGT3A1,3.369306,3.4964815,3.65874325,3.581535,3.57554025,3.4906395,3.61483625,3.76807975,3.657701,3.4105275,3.58178325,3.803167
ENSG00000168671,UGT3A2,3.127624,2.969606,2.953127,2.913484,2.872109,2.920966,3.029513,2.825311,3.035495,3.027831,3.072199,2.626444
ENSG00000174607,UGT8,4.95635,4.57868,4.267275,4.929747,5.0979015,4.9052295,3.951308,3.5615455,4.0004735,4.6819705,4.574308,4.020575
ENSG00000152332,UHMK1,9.130289333,9.21499,9.028754333,9.08782,8.658713333,9.143997333,9.081124,8.892554667,9.205161667,9.199112,9.051699667,9.080811667
ENSG00000276043,UHRF1,6.26128,5.81309,6.0123,5.700343,5.445712,5.661324,6.049083,5.980781,6.742107,5.627058,5.572667,6.005
ENSG00000065060,UHRF1BP1,8.183408,8.022357,8.108295,7.989276,8.059664,8.0111525,7.251732,7.6367315,7.6116055,7.665033,7.6044355,7.3310195
ENSG00000111647,UHRF1BP1L,7.79068275,7.37462275,7.65370725,7.576343,7.151743,6.84793425,7.80292725,7.9180085,7.9545675,7.888731,7.37615175,7.791806
ENSG00000147854,UHRF2,10.906271,10.987477,10.7474225,10.949301,10.8959665,11.106903,10.730788,10.6525145,10.5914265,10.6690675,10.7362685,10.73678
ENSG00000087206,UIMC1,9.7081455,9.4038695,9.632885,9.6712255,9.05852,9.401454,9.791294,9.777133,9.8959915,9.8114295,9.640067,9.7038795
ENSG00000111981,ULBP1,4.3205465,4.3061635,4.5408875,4.051582,4.4966215,4.7950075,5.1001205,4.690796,5.3872715,4.5311305,4.4024745,4.7192055
ENSG00000131015,ULBP2,2.573693,2.782128,2.75007,2.603173,2.645475,2.859713,2.842887,2.574267,2.677028,2.726236,2.740208,3.35801
ENSG00000131019,ULBP3,4.5284795,5.0631435,4.5689005,4.6759055,4.507814,4.716029,4.5771725,4.6110155,4.7085085,4.602353,4.728253,4.799838
ENSG00000177169,ULK1,10.1259525,9.877692,9.982227,10.0564065,9.96158,9.8106225,10.5247415,10.372222,10.377535,10.0762545,10.0108615,10.256008
ENSG00000083290,ULK2,6.0172496,5.9806596,5.8153992,5.72801,5.712469,5.8490898,5.643609,5.8741528,5.7419092,5.8522936,5.7950506,5.9854146
ENSG00000140474,ULK3,8.477471,8.676388,8.493661,8.547413,9.288323,9.207651,8.693974,8.282674,8.163106,8.116864,8.424012,8.560875
ENSG00000168038,ULK4,5.5728535,5.4961065,5.445255,5.6181125,5.6198245,5.52177075,5.1518945,4.93390225,5.089374,5.011947,5.14044525,5.0708665
ENSG00000169344,UMOD,3.939167,4.034798,4.3469805,4.121688,4.120862,3.9042425,3.855052,4.14471,4.0374425,3.9186095,4.0757815,3.587293
ENSG00000177398,UMODL1,3.159512,3.358754,3.5901935,3.3482715,3.3276735,3.7061415,3.539435,3.5920465,3.148937,3.348562,3.266775,3.10828
